GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024,ACS001,ACS002,ACS003,ACU001,ACU002,ACU003,ACU004
"G1701090","1840","Illinois","170","McDonough","1090","Mcdonough",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5308,0,0,0,0,0,0
"G1701110","1840","Illinois","170","McHenry","1110","Mchenry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2578,0,0,0,0,0,0
"G1701130","1840","Illinois","170","McLean","1130","Mclean",1,1,1,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6556,9,0,4,5,0,0
"G1701150","1840","Illinois","170","Macon","1150","Macon",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036,3,0,1,2,0,0
"G1701170","1840","Illinois","170","Macoupin","1170","Macoupin",4,3,6,1,2,0,9,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7791,35,0,16,19,0,0
"G1701190","1840","Illinois","170","Madison","1190","Madison",60,50,51,20,10,0,43,36,42,13,7,1,1,2,1,0,0,0,2,3,0,1,0,0,14090,333,10,191,142,4,6
"G1701210","1840","Illinois","170","Marion","1210","Marion",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4740,2,0,1,1,0,0
"G1701230","1840","Illinois","170","Marshall","1230","Marshall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,0,0,0,0,0,0
"G1701290","1840","Illinois","170","Menard","1290","Menard",0,3,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4421,10,0,4,6,0,0
"G1701310","1840","Illinois","170","Mercer","1310","Mercer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,0,0,0,0,0
"G1701330","1840","Illinois","170","Monroe","1330","Monroe",13,7,8,3,6,0,11,18,4,0,0,0,1,0,0,1,0,0,3,4,1,0,1,0,4400,70,11,37,33,2,9
"G1701350","1840","Illinois","170","Montgomery","1350","Montgomery",1,2,0,1,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4478,12,0,5,7,0,0
"G1701370","1840","Illinois","170","Morgan","1370","Morgan",6,14,6,1,1,0,10,19,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19479,68,0,28,40,0,0
"G1701410","1840","Illinois","170","Ogle","1410","Ogle",0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473,6,0,2,4,0,0
"G1701430","1840","Illinois","170","Peoria","1430","Peoria",0,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6144,9,0,7,2,0,0
"G1701450","1840","Illinois","170","Perry","1450","Perry",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220,2,0,0,2,0,0
"G1701490","1840","Illinois","170","Pike","1490","Pike",0,2,4,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11716,12,0,7,5,0,0
"G1701510","1840","Illinois","170","Pope","1510","Pope",10,8,4,2,1,1,10,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4036,58,0,26,32,0,0
"G1701550","1840","Illinois","170","Putnam","1550","Putnam",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129,2,0,2,0,0,0
"G1701570","1840","Illinois","170","Randolph","1570","Randolph",26,26,26,14,6,0,20,36,11,13,6,0,22,25,13,10,1,0,24,16,11,10,1,0,7627,184,133,98,86,71,62
"G1701610","1840","Illinois","170","Rock Island","1610","Rock Island",1,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602,8,0,3,5,0,0
"G1701630","1840","Illinois","170","St Clair","1630","St Clair",58,59,29,48,11,0,67,61,28,29,11,0,11,10,4,3,4,1,9,8,5,4,0,0,13171,401,59,205,196,33,26
"G1701670","1840","Illinois","170","Sangamon","1670","Sangamon",25,29,18,12,4,0,19,36,14,6,6,0,0,4,0,0,0,0,0,2,0,0,0,0,14541,169,6,88,81,4,2
"G1701690","1840","Illinois","170","Schuyler","1690","Schuyler",2,0,0,3,0,0,3,2,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,6949,14,9,5,9,5,4
"G1701710","1840","Illinois","170","Scott","1710","Scott",0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6210,5,0,1,4,0,0
"G1701730","1840","Illinois","170","Shelby","1730","Shelby",8,1,3,1,0,0,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6633,26,0,13,13,0,0
"G1701750","1840","Illinois","170","Stark","1750","Stark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0,0,0,0,0
"G1701770","1840","Illinois","170","Stephenson","1770","Stephenson",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,3,0,1,2,0,0
"G1701790","1840","Illinois","170","Tazewell","1790","Tazewell",3,7,2,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7201,20,0,15,5,0,0
"G1701810","1840","Illinois","170","Union","1810","Union",1,6,2,1,0,0,6,6,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,5494,26,4,10,16,2,2
"G1701830","1840","Illinois","170","Vermilion","1830","Vermilion",3,1,4,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9288,15,0,9,6,0,0
"G1701850","1840","Illinois","170","Wabash","1850","Wabash",3,8,4,5,2,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4204,36,0,22,14,0,0
"G1701870","1840","Illinois","170","Warren","1870","Warren",0,7,1,4,0,0,4,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6708,31,0,12,19,0,0
"G1701890","1840","Illinois","170","Washington","1890","Washington",11,6,5,2,0,0,10,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4763,47,0,24,23,0,0
"G1701910","1840","Illinois","170","Wayne","1910","Wayne",1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5127,6,0,3,3,0,0
"G1701930","1840","Illinois","170","White","1930","White",10,11,5,3,3,0,7,15,6,2,0,0,5,3,2,0,0,0,1,2,0,1,1,0,7842,62,15,32,30,10,5
"G1701950","1840","Illinois","170","Whiteside","1950","Whiteside",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,0,0,0,0,0,0
"G1701970","1840","Illinois","170","Will","1970","Will",0,6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10157,10,0,8,2,0,0
"G1701990","1840","Illinois","170","Williamson","1990","Williamson",5,3,2,4,2,0,2,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4428,29,0,16,13,0,0
"G1702010","1840","Illinois","170","Winnebago","2010","Winnebago",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4605,3,1,2,1,1,0
"G1800010","1840","Indiana","180","Adams","0010","Adams",5,6,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247,17,0,14,3,0,0
"G1800030","1840","Indiana","180","Allen","0030","Allen",3,2,5,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924,18,0,12,6,0,0
"G1800050","1840","Indiana","180","Bartholomew","0050","Bartholomew",6,9,3,4,1,0,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10008,34,0,23,11,0,0
"G1800090","1840","Indiana","180","Blackford","0090","Blackford",4,3,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,13,0,9,4,0,0
