GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A00AA1790,A00AA1800,A00AA1810,A00AA1820,A00AA1830,A00AA1840,A00AA1850,A00AA1860,A00AA1870,A00AA1880,A00AA1890,A00AA1900,A00AA1910,A00AA1920,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010
"G2850155","Mississippi Territory","285","Pickering County","0155",,2940,,,,,,,,,,,,,,,,,,,,,
"G2850175","Mississippi Territory","285","Warren County","0175",,,1114,,,,,,,,,,,,,,,,,,,,
"G2850195","Mississippi Territory","285","Washington County","0195",,1250,2920,,,,,,,,,,,,,,,,,,,,
"G2850215","Mississippi Territory","285","Wayne County","0215",,,1253,,,,,,,,,,,,,,,,,,,,
"G2850235","Mississippi Territory","285","Wilkinson County","0235",,,5068,,,,,,,,,,,,,,,,,,,,
"G2900010","Missouri","290","Adair County","0010",,,,,,,2342,8531,11448,15190,17417,21728,22700,21404,19436,20246,19689,20105,22472,24870,24577,24977,25607
"G2900030","Missouri","290","Andrew County","0030",,,,,,,9433,11850,15137,16318,16000,17332,15282,14075,13469,13015,11727,11062,11913,13980,14632,16492,17291
"G2900050","Missouri","290","Atchison County","0050",,,,,,,1678,4649,8440,14556,15533,16501,13604,13008,13421,12897,11127,9213,9240,8605,7457,6430,5685
"G2900070","Missouri","290","Audrain County","0070",,,,,,1949,3506,8075,12307,19732,22074,21160,21687,20589,22077,22673,23829,26079,25362,26458,23599,25853,25529
"G2900090","Missouri","290","Barry County","0090",,,,,,4795,3467,7995,10373,14405,22943,25532,23869,23473,22803,23546,21755,18921,19597,24408,27547,34010,35597
"G2900110","Missouri","290","Barton County","0110",,,,,,,,1817,5087,10332,18504,18253,16747,16879,14560,14148,12678,11113,10431,11292,11312,12541,12402
"G2900130","Missouri","290","Bates County","0130",,,,,,,3669,7215,15960,25381,32223,30141,25869,23933,22068,19531,17534,15905,15468,15873,15025,16653,17049
"G2900150","Missouri","290","Benton County","0150",,,,,,4205,5015,9072,11322,12396,14973,16556,14881,12989,11708,11142,9080,8737,9695,12183,13859,17180,19056
"G2900170","Missouri","290","Bollinger County","0170",,,,,,,,7371,8162,11130,13121,14650,14576,13909,12269,12898,11019,9167,8820,10301,10619,12029,12363
"G2900190","Missouri","290","Boone County","0190",,,,,8859,13561,14979,19486,20765,25422,26043,28642,30533,29672,30995,34991,48432,55202,80911,100376,112379,135454,162642
"G2900210","Missouri","290","Buchanan County","0210",,,,,,6237,12975,23861,35109,49792,70100,121838,93020,93684,98633,94067,96826,90581,86915,87888,83083,85998,89201
"G2900230","Missouri","290","Butler County","0230",,,,,,,1616,2891,4298,6011,10164,16769,20624,24106,23697,34276,37707,34656,33529,37693,38765,40867,42794
"G2900250","Missouri","290","Caldwell County","0250",,,,,,1458,2316,5034,11390,13646,15152,16656,14605,13849,12509,11629,9929,8830,8351,8660,8380,8969,9424
"G2900270","Missouri","290","Callaway County","0270",,,,,6159,11765,13827,17449,19202,23670,25131,25984,24400,23007,19923,23094,23316,23858,25850,32252,32809,40766,44332
"G2900290","Missouri","290","Camden County","0290",,,,,,,2338,4975,6108,7266,10040,13113,11582,10474,9142,8971,7861,9116,13315,20017,27495,37051,44002
"G2900310","Missouri","290","Cape Girardeau County","0310",,,,,7445,9359,13912,15547,17558,20998,22060,24315,27621,29839,33203,37775,38397,42020,49350,58837,61633,68693,75674
"G2900330","Missouri","290","Carroll County","0330",,,,,,2423,5441,9763,17446,23274,25742,26455,23098,20480,19940,17814,15589,13847,12565,12131,10748,10285,9295
"G2900350","Missouri","290","Carter County","0350",,,,,,,,1235,1455,2168,4659,6706,5504,7482,5503,6226,4777,3973,3878,5428,5515,5941,6265
"G2900370","Missouri","290","Cass County","0370",,,,,,,6090,9794,19296,22431,23301,23636,22973,21536,20962,19534,19325,29702,39448,51029,63808,82092,99478
"G2900390","Missouri","290","Cedar County","0390",,,,,,,3361,6637,9474,10741,15620,16923,16080,13933,11136,11697,10663,9185,9424,11894,12093,13733,13982
"G2900410","Missouri","290","Chariton County","0410",,,,,1780,4746,7514,12562,19136,25224,26254,26826,23503,21769,19588,18084,14944,12720,11084,10489,9202,8438,7831
"G2900430","Missouri","290","Christian County","0430",,,,,,,,5491,6707,9628,14017,16939,15832,15252,13169,13538,12412,12359,15124,22402,32644,54285,77422
"G2900450","Missouri","290","Clark County","0450",,,,,,2846,5527,11684,13667,15031,15126,15383,12811,11874,10254,10166,9003,8725,8260,8493,7547,7416,7139
"G2900470","Missouri","290","Clay County","0470",,,,,5338,8282,10332,13023,15564,15572,19856,18903,20302,20455,26811,30417,45221,87474,123322,136488,153411,184006,221939
"G2900490","Missouri","290","Clinton County","0490",,,,,,2724,3786,7848,14063,16073,17138,17363,15297,14461,13505,13261,11726,11588,12462,15916,16595,18979,20743
"G2900510","Missouri","290","Cole County","0510",,,,,3023,9286,6696,9697,10292,15515,17281,20578,21957,24680,30848,34912,35464,40761,46228,56663,63579,71397,75990
"G2900530","Missouri","290","Cooper County","0530",,,,,6904,10484,12950,17356,20692,21596,22707,22532,20311,19308,19522,18075,16608,15448,14732,14643,14835,16670,17601
"G2900550","Missouri","290","Crawford County","0550",,,,,1712,3561,6397,5823,7982,10756,11961,12959,13576,12355,11287,12693,11615,12647,14828,18300,19173,22804,24696
"G2900570","Missouri","290","Dade County","0570",,,,,,,4246,7072,8683,12557,17526,18125,15613,14173,11764,11248,9324,7577,6850,7383,7449,7923,7883
"G2900590","Missouri","290","Dallas County","0590",,,,,,,3648,5892,8383,9263,12647,13903,13181,12033,10541,11523,10392,9314,10054,12096,12646,15661,16777
"G2900610","Missouri","290","Daviess County","0610",,,,,,2736,5298,9606,14410,19145,20456,21325,17605,16641,14424,13398,11180,9502,8420,8905,7865,8016,8433
"G2900630","Missouri","290","DeKalb County","0630",,,,,,,2075,5224,9858,13334,14539,14418,12531,11694,10270,9751,8047,7226,7305,8222,9967,11597,12892
"G2900650","Missouri","290","Dent County","0650",,,,,,,,5654,6357,10646,12149,12986,13245,12318,10974,11763,10936,10445,11457,14517,13702,14927,15657
"G2900655","Missouri","290","Dodge County","0655",,,,,,,375,,,,,,,,,,,,,,,,
"G2900670","Missouri","290","Douglas County","0670",,,,,,,,2414,3915,7753,14111,16802,16664,15436,13959,15600,12638,9653,9268,11594,11876,13084,13684
